Epoch,Training Loss,Validation Loss,Recall,Precision,Specificity,Dice Score,Jaccard Index
0,0.01707238805364575,0.5682709693908692,0.6310061682084979,0.2919858484400477,0.8585080512122082,0.3992339436786656,0.24940180490591576
1,0.011683238759627082,0.39013838171958926,0.5296411858771854,0.6300492826596168,0.9712413106154126,0.5754984770202406,0.403999902938972
2,0.009508990402836145,0.31909931302070615,0.48910939033970363,0.7382839749720229,0.9839664067072839,0.5884040684942574,0.41683604731462326
