epoch,train_loss,val_loss,test_loss,mIoU,mDice,f2_score,precision,recall,accuracy
1,0.8435435891151428,0.7621466517448425,-1.0,0.13767369091510773,0.2420266717672348,0.40261176228523254,0.14538197219371796,0.7219590544700623,0.6476076245307922
2,0.7342570424079895,0.6964033842086792,-1.0,0.15172244608402252,0.26347050070762634,0.4139549732208252,0.16406601667404175,0.6685048937797546,0.7087365388870239
3,0.6877051591873169,0.6592927575111389,-1.0,0.15925055742263794,0.27474740147590637,0.41744354367256165,0.17502933740615845,0.6385349035263062,0.7372978329658508
4,0.6559351682662964,0.6334763169288635,-1.0,0.16444934904575348,0.28244996070861816,0.41774532198905945,0.18343479931354523,0.6137335300445557,0.7569957971572876
5,0.6365318298339844,0.6136903166770935,-1.0,0.16748183965682983,0.2869112491607666,0.4128448963165283,0.1902092844247818,0.5836247801780701,0.7739247679710388
6,0.619927167892456,0.597361147403717,-1.0,0.17065419256687164,0.2915535569190979,0.4101283550262451,0.19674831628799438,0.562693178653717,0.7868999242782593
7,0.6059350967407227,0.584780216217041,-1.0,0.17455419898033142,0.29722630977630615,0.4125356078147888,0.20276638865470886,0.5564533472061157,0.7949402928352356
8,0.5938618779182434,0.5731638073921204,-1.0,0.17811481654644012,0.30237260460853577,0.4133751094341278,0.20888639986515045,0.5473259687423706,0.8031885623931885
9,0.5842429995536804,0.5682992339134216,-1.0,0.1809745728969574,0.3064834475517273,0.41541436314582825,0.2132745236158371,0.5444116592407227,0.8080003261566162
10,0.5747314095497131,0.552109956741333,-1.0,0.1846010386943817,0.31166785955429077,0.4177890717983246,0.2189687043428421,0.5404748916625977,0.8139607310295105
11,0.5690611600875854,0.542360782623291,-1.0,0.18775835633277893,0.3161558508872986,0.4194018840789795,0.22417773306369781,0.5361217260360718,0.819264829158783
12,0.560644805431366,0.5404751300811768,-1.0,0.1911376714706421,0.32093295454978943,0.4226364493370056,0.22906312346458435,0.5358417630195618,0.8232911825180054
13,0.5533854961395264,0.5308057069778442,-1.0,0.1947048455476761,0.3259463608264923,0.42646223306655884,0.23401758074760437,0.5368274450302124,0.8269760608673096
14,0.5540714263916016,0.5240505933761597,-1.0,0.19730614125728607,0.32958343625068665,0.42752718925476074,0.2385135442018509,0.5331535339355469,0.8309733867645264
15,0.5430698990821838,0.5158194303512573,-1.0,0.20016634464263916,0.3335643410682678,0.4291756749153137,0.24324707686901093,0.5305606722831726,0.8347897529602051
16,0.5387523770332336,0.5140553116798401,-1.0,0.20287761092185974,0.3373204469680786,0.4312531054019928,0.24747981131076813,0.529563844203949,0.8378553986549377
17,0.5399650931358337,0.505643367767334,-1.0,0.20516832172870636,0.340480774641037,0.4310102164745331,0.2521955072879791,0.5238704681396484,0.8418452739715576
18,0.5305250883102417,0.5113666653633118,-1.0,0.20680958032608032,0.34273767471313477,0.43088656663894653,0.25559142231941223,0.5200554728507996,0.84456467628479
19,0.532085120677948,0.5065562725067139,-1.0,0.20896388590335846,0.34569084644317627,0.4321329593658447,0.2592564821243286,0.518582820892334,0.847019374370575
20,0.527215301990509,0.4985872507095337,-1.0,0.2110571265220642,0.3485502600669861,0.4333294630050659,0.26284319162368774,0.5171957612037659,0.8493415117263794
21,0.5235349535942078,0.49219563603401184,-1.0,0.21346795558929443,0.35183119773864746,0.43517622351646423,0.2667003870010376,0.516791045665741,0.8516142964363098
22,0.5210378170013428,0.4923298954963684,-1.0,0.2157687395811081,0.35495030879974365,0.4372609257698059,0.2701839506626129,0.5172210335731506,0.8535042405128479
23,0.5202337503433228,0.4913799464702606,-1.0,0.21761347353458405,0.35744261741638184,0.43897193670272827,0.2729514539241791,0.517692506313324,0.8549556136131287
24,0.520612895488739,0.4826894998550415,-1.0,0.2190575897693634,0.35938841104507446,0.43805351853370667,0.27660199999809265,0.5128976106643677,0.857509970664978
25,0.51148921251297,0.4860806167125702,-1.0,0.22130797803401947,0.36241140961647034,0.4405895173549652,0.2796960771083832,0.5145936608314514,0.8589001893997192
26,0.5059559941291809,0.48160097002983093,-1.0,0.22351442277431488,0.36536458134651184,0.4432617723941803,0.2825944125652313,0.5167040228843689,0.8601176142692566
27,0.5131802558898926,0.47988516092300415,-1.0,0.22556379437446594,0.3680979907512665,0.4453461468219757,0.28554782271385193,0.5177871584892273,0.8614645600318909
28,0.5096537470817566,0.4765310287475586,-1.0,0.22705477476119995,0.3700809180736542,0.4454689621925354,0.28866225481033325,0.5154725313186646,0.8632532358169556
29,0.5059585571289062,0.4797966182231903,-1.0,0.22891992330551147,0.3725546598434448,0.4475892186164856,0.2911941707134247,0.5170081853866577,0.8642916679382324
30,0.5051416158676147,0.47622811794281006,-1.0,0.23087194561958313,0.375135600566864,0.4498022496700287,0.29384034872055054,0.5186192393302917,0.8653615117073059
31,0.5056580901145935,0.47908341884613037,-1.0,0.23268185555934906,0.3775213360786438,0.4523507058620453,0.2959314286708832,0.5212262868881226,0.8660531640052795
32,0.49801579117774963,0.4631752669811249,-1.0,0.23453356325626373,0.3799549341201782,0.4539127051830292,0.2988108992576599,0.5215983390808105,0.8673367500305176
33,0.49553701281547546,0.4692014455795288,-1.0,0.23622313141822815,0.38216906785964966,0.45563697814941406,0.3012200891971588,0.5226150155067444,0.8683202266693115
34,0.49778738617897034,0.4568330943584442,-1.0,0.2377459704875946,0.38415956497192383,0.4565523862838745,0.3038578927516937,0.5221500396728516,0.8695406317710876
35,0.49162933230400085,0.45434480905532837,-1.0,0.2393307238817215,0.38622575998306274,0.4573732316493988,0.3067082166671753,0.5214061141014099,0.8708581924438477
36,0.4924490749835968,0.4499190151691437,-1.0,0.24102170765399933,0.38842466473579407,0.458514004945755,0.3095584213733673,0.5212145447731018,0.8720963001251221
37,0.4929414987564087,0.4493590295314789,-1.0,0.2422492504119873,0.39001715183258057,0.45832881331443787,0.31241145730018616,0.5189217329025269,0.8735091686248779
38,0.4900447130203247,0.44663870334625244,-1.0,0.24358266592025757,0.3917434513568878,0.45847684144973755,0.3152633607387543,0.5172151327133179,0.8748359084129333
39,0.485992431640625,0.446089506149292,-1.0,0.2450987994670868,0.39370179176330566,0.45912280678749084,0.31814655661582947,0.5163204073905945,0.8760743141174316
40,0.48378658294677734,0.45970475673675537,-1.0,0.24677087366580963,0.39585602283477783,0.46149298548698425,0.32000112533569336,0.5188462734222412,0.876585841178894
41,0.4873792231082916,0.43852028250694275,-1.0,0.248056560754776,0.39750853180885315,0.4617284834384918,0.3227027952671051,0.5174611806869507,0.8777621984481812
42,0.4805634319782257,0.43671733140945435,-1.0,0.2495000958442688,0.39935988187789917,0.46229228377342224,0.32550710439682007,0.5165596604347229,0.8789140582084656
43,0.4787079393863678,0.4443298578262329,-1.0,0.2507682144641876,0.40098270773887634,0.46294745802879333,0.327846497297287,0.5161187648773193,0.8798326253890991
44,0.47994422912597656,0.43864864110946655,-1.0,0.25207746028900146,0.402654767036438,0.4638453722000122,0.3300808072090149,0.516136109828949,0.8806616067886353
45,0.476453572511673,0.4632566273212433,-1.0,0.25348514318466187,0.40444859862327576,0.4658690392971039,0.3315874934196472,0.5183472037315369,0.8810402750968933
46,0.47720247507095337,0.4284975826740265,-1.0,0.2550157904624939,0.4063945710659027,0.46693700551986694,0.334179162979126,0.5184250473976135,0.8819790482521057
47,0.4754761755466461,0.42775675654411316,-1.0,0.25624722242355347,0.40795668959617615,0.46730080246925354,0.33669352531433105,0.5174855589866638,0.882952868938446
48,0.46703413128852844,0.4350709319114685,-1.0,0.2576090097427368,0.40968057513237,0.46846139430999756,0.33882343769073486,0.518010675907135,0.8836667537689209
49,0.4700823426246643,0.4233328700065613,-1.0,0.25905466079711914,0.41150662302970886,0.46949484944343567,0.34125757217407227,0.5181745886802673,0.8845047354698181
50,0.4631928503513336,0.41663941740989685,-1.0,0.2604450285434723,0.4132588505744934,0.47042104601860046,0.3436603248119354,0.5182068347930908,0.8853297233581543
51,0.46391022205352783,0.43356257677078247,-1.0,0.26194262504577637,0.41514188051223755,0.4721478223800659,0.34559762477874756,0.5197258591651917,0.8858827352523804
