epoch,train_loss,val_loss,test_loss,mIoU,mDice,f2_score,precision,recall,accuracy
1,1.0895814895629883,0.878711998462677,-1.0,0.0689009577035904,0.12891925871372223,0.25170576572418213,0.07110709697008133,0.6895162463188171,0.35608595609664917
2,1.0111430883407593,0.8682975769042969,-1.0,0.06886344403028488,0.12885358929634094,0.2512011229991913,0.07112105935811996,0.6844818592071533,0.3604133725166321
3,0.9585139751434326,0.8593412637710571,-1.0,0.06884949654340744,0.12882916629314423,0.25078892707824707,0.07115639746189117,0.6798633933067322,0.36459070444107056
4,0.9190027713775635,0.8508813381195068,-1.0,0.06886148452758789,0.12885014712810516,0.2505042850971222,0.07121173292398453,0.6760057806968689,0.3683141767978668
5,0.8879981637001038,0.8418142795562744,-1.0,0.0690591111779213,0.12919606268405914,0.25073304772377014,0.07146283239126205,0.6724679470062256,0.3735513389110565
6,0.8618825674057007,0.8304843902587891,-1.0,0.0692838579416275,0.1295892745256424,0.25092798471450806,0.07175751030445099,0.6677559614181519,0.38010838627815247
7,0.8390524387359619,0.8164588212966919,-1.0,0.06981101632118225,0.13051092624664307,0.25181737542152405,0.07239052653312683,0.6620655059814453,0.3903774917125702
8,0.8183881044387817,0.8016797304153442,-1.0,0.07048172503709793,0.13168224692344666,0.25297173857688904,0.0731934905052185,0.6554543972015381,0.4026392102241516
9,0.7999578714370728,0.787571907043457,-1.0,0.07131428271532059,0.13313420116901398,0.2544206380844116,0.07418902218341827,0.6479400396347046,0.4169042706489563
10,0.7838144898414612,0.7743546366691589,-1.0,0.07223766297101974,0.1347418874502182,0.255887508392334,0.07531454414129257,0.6387544274330139,0.43308258056640625
11,0.7684541940689087,0.761986255645752,-1.0,0.07300955802202225,0.1360837072134018,0.2565740942955017,0.07633627206087112,0.6262116432189941,0.45054835081100464
12,0.7551661133766174,0.7503141164779663,-1.0,0.0735359862446785,0.13699771463871002,0.25619614124298096,0.07716280221939087,0.6100644469261169,0.4688500761985779
13,0.742429792881012,0.7391225695610046,-1.0,0.07378395646810532,0.1374279260635376,0.25469982624053955,0.07775772362947464,0.5907989144325256,0.48748937249183655
14,0.730858325958252,0.7283638119697571,-1.0,0.07381025701761246,0.13747355341911316,0.25233206152915955,0.07817008346319199,0.5695943236351013,0.5060741901397705
15,0.7200197577476501,0.7181901931762695,-1.0,0.07376056164503098,0.13738736510276794,0.24959978461265564,0.07853927463293076,0.5479763150215149,0.5244746804237366
16,0.7102794051170349,0.7087081074714661,-1.0,0.07369207590818405,0.1372685432434082,0.24674542248249054,0.07891388982534409,0.526887059211731,0.5423168540000916
17,0.7015454173088074,0.6996833086013794,-1.0,0.07364058494567871,0.1371792107820511,0.24395224452018738,0.07931879907846451,0.5070696473121643,0.5591989159584045
18,0.6927266120910645,0.6909703016281128,-1.0,0.07363935559988022,0.13717707991600037,0.24132676422595978,0.07978726923465729,0.4886709153652191,0.5751854181289673
19,0.6848722696304321,0.6829683184623718,-1.0,0.073711097240448,0.13730153441429138,0.239002987742424,0.08033058792352676,0.4721612334251404,0.5899689793586731
20,0.6772282123565674,0.6757845878601074,-1.0,0.0738748162984848,0.13758552074432373,0.23705847561359406,0.08096333593130112,0.4576359689235687,0.6035337448120117
21,0.6705036163330078,0.6692424416542053,-1.0,0.07414839416742325,0.13805986940860748,0.2355499118566513,0.08170167356729507,0.4450739026069641,0.6159528493881226
22,0.6637937426567078,0.6633265018463135,-1.0,0.0745098665356636,0.13868623971939087,0.23439601063728333,0.08252471685409546,0.43412959575653076,0.6273593306541443
23,0.6575925946235657,0.6576542854309082,-1.0,0.07492896914482117,0.13941194117069244,0.23348556458950043,0.08340447396039963,0.4244105815887451,0.6379035115242004
24,0.6517621278762817,0.652107834815979,-1.0,0.07537788152694702,0.14018864929676056,0.2327188104391098,0.08431511372327805,0.4155893325805664,0.6477122902870178
25,0.6461405158042908,0.6468033790588379,-1.0,0.07583805173635483,0.14098413288593292,0.2320263385772705,0.08524011820554733,0.40742698311805725,0.6568978428840637
26,0.6410512924194336,0.6415130496025085,-1.0,0.07629390805959702,0.14177151024341583,0.23134669661521912,0.08616668730974197,0.39971330761909485,0.6655699610710144
27,0.6360011696815491,0.6363106966018677,-1.0,0.07673989236354828,0.14254118502140045,0.2306583970785141,0.08709018677473068,0.3923596143722534,0.6737880110740662
28,0.6311519145965576,0.6311982274055481,-1.0,0.07716666907072067,0.1432771235704422,0.22993287444114685,0.08800137788057327,0.38528159260749817,0.6815915703773499
29,0.6265442371368408,0.6261965036392212,-1.0,0.07756852358579636,0.14396953582763672,0.2291514277458191,0.08889500796794891,0.37841495871543884,0.6890220046043396
30,0.6218458414077759,0.6214249134063721,-1.0,0.07795372605323792,0.14463278651237488,0.22834351658821106,0.08977827429771423,0.37180662155151367,0.696089506149292
31,0.6179531216621399,0.6166543960571289,-1.0,0.07834700495004654,0.1453094482421875,0.22758769989013672,0.09067452698945999,0.3655939996242523,0.7027944326400757
32,0.6134862899780273,0.6120328903198242,-1.0,0.07876220345497131,0.14602328836917877,0.22692883014678955,0.09159621596336365,0.3598462641239166,0.7091401815414429
33,0.6097887754440308,0.6077646017074585,-1.0,0.07920967787504196,0.14679200947284698,0.22639569640159607,0.09255358576774597,0.35458874702453613,0.7151473760604858
34,0.606061577796936,0.6037015914916992,-1.0,0.07966488599777222,0.1475733518600464,0.2259088009595871,0.09352348744869232,0.34964048862457275,0.7208654880523682
35,0.6024351119995117,0.5995912551879883,-1.0,0.08009635657072067,0.14831335842609406,0.2253638356924057,0.09447776526212692,0.3447727859020233,0.7263626456260681
36,0.5990376472473145,0.5956169962882996,-1.0,0.08049356937408447,0.1489940732717514,0.22473084926605225,0.09540597349405289,0.3399246335029602,0.7316577434539795
37,0.5956683158874512,0.5915964841842651,-1.0,0.08087413012981415,0.14964577555656433,0.22406788170337677,0.09632392972707748,0.33520400524139404,0.7367384433746338
38,0.5923173427581787,0.5876107811927795,-1.0,0.08125866949558258,0.15030385553836823,0.2234409600496292,0.09725028276443481,0.33072802424430847,0.7415910959243774
39,0.5886513590812683,0.5835923552513123,-1.0,0.08168070018291473,0.15102553367614746,0.22294509410858154,0.09821854531764984,0.326646089553833,0.7462158203125
40,0.5854429006576538,0.5786787271499634,-1.0,0.08212260156869888,0.15178059041500092,0.22251677513122559,0.09921472519636154,0.3228132128715515,0.7506633996963501
41,0.5816839933395386,0.5745877027511597,-1.0,0.08254382014274597,0.1524997353553772,0.22205424308776855,0.10019341111183167,0.31907278299331665,0.7549225687980652
42,0.5783547163009644,0.5703074932098389,-1.0,0.08297354727983475,0.15323282778263092,0.22163620591163635,0.10118506103754044,0.3155417740345001,0.7590028047561646
43,0.5739611387252808,0.5651382803916931,-1.0,0.08345340192317963,0.15405075252056122,0.22136594355106354,0.10223588347434998,0.31236010789871216,0.7629287838935852
44,0.5705441832542419,0.5617122054100037,-1.0,0.08408237248659134,0.15512174367904663,0.22153331339359283,0.10343962162733078,0.31001758575439453,0.7666270136833191
45,0.5665863156318665,0.5563799738883972,-1.0,0.0845206007361412,0.15586720407009125,0.2211935967206955,0.10445279628038406,0.30696195363998413,0.7702352404594421
46,0.5619494318962097,0.5497757196426392,-1.0,0.08521892875432968,0.1570538878440857,0.22154933214187622,0.10574702173471451,0.3050685524940491,0.7736964225769043
47,0.5583443641662598,0.5468143224716187,-1.0,0.08595112711191177,0.15829649567604065,0.22201505303382874,0.10707753896713257,0.30344483256340027,0.7769971489906311
48,0.5534095764160156,0.542462944984436,-1.0,0.08650170266628265,0.15922975540161133,0.22200605273246765,0.1082252711057663,0.3011612594127655,0.7802165150642395
49,0.5499808192253113,0.5463624000549316,-1.0,0.08763349801301956,0.16114526987075806,0.2236262410879135,0.1099468544125557,0.30158108472824097,0.7830218076705933
50,0.5489349961280823,0.5372744202613831,-1.0,0.08872821182012558,0.16299423575401306,0.22507800161838531,0.11166127771139145,0.3016849458217621,0.7858822345733643
51,0.5422319173812866,0.5355473756790161,-1.0,0.08916991204023361,0.16373920440673828,0.22482582926750183,0.11270255595445633,0.29925501346588135,0.7887613773345947
52,0.54163658618927,0.5250818133354187,-1.0,0.09038300812244415,0.1657821387052536,0.2265402227640152,0.11456954479217529,0.29978689551353455,0.7915042638778687
53,0.5351828336715698,0.5409121513366699,-1.0,0.09178311377763748,0.16813433170318604,0.22893381118774414,0.11654727905988693,0.3016553521156311,0.7937230467796326
54,0.5319544076919556,0.5347079038619995,-1.0,0.0932205393910408,0.17054297029972076,0.23139014840126038,0.11857486516237259,0.30360451340675354,0.7959150075912476
55,0.526692271232605,0.5130907297134399,-1.0,0.09455984085798264,0.17278149724006653,0.23339593410491943,0.12058638781309128,0.30464550852775574,0.798413872718811
56,0.522732675075531,0.510496199131012,-1.0,0.0959482416510582,0.1750962883234024,0.23549485206604004,0.1226629838347435,0.30582284927368164,0.8008689284324646
57,0.5156754851341248,0.5194690227508545,-1.0,0.09749896824359894,0.17767484486103058,0.23808017373085022,0.12487124651670456,0.3078562021255493,0.8030715584754944
58,0.5118556618690491,0.5154685974121094,-1.0,0.09912069141864777,0.18036361038684845,0.24083229899406433,0.12715360522270203,0.3101537227630615,0.805198609828949
59,0.506125807762146,0.49893081188201904,-1.0,0.10074886679649353,0.18305513262748718,0.24349340796470642,0.12948758900165558,0.31221485137939453,0.8074217438697815
60,0.49935072660446167,0.5009666085243225,-1.0,0.10254013538360596,0.18600709736347198,0.24657544493675232,0.13197635114192963,0.31494438648223877,0.8095118999481201
61,0.49245941638946533,0.5240989327430725,-1.0,0.10425125807523727,0.18881800770759583,0.24972888827323914,0.13424544036388397,0.3181504011154175,0.8110920786857605
62,0.49160996079444885,0.5068060159683228,-1.0,0.10613123327493668,0.19189627468585968,0.2530861794948578,0.13677974045276642,0.3214118182659149,0.8129295706748962
