epoch,train_loss,val_loss,meanIoU,meanDice,precision,recall,accuracy
1,1.2936697006225586,1.210807204246521,0.02499338798224926,0.04811105504631996,0.05362754687666893,0.046560484915971756,0.86515873670578
2,1.1377344131469727,1.1563339233398438,0.02865142561495304,0.05482056736946106,0.06449182331562042,0.059466518461704254,0.8630282282829285
3,1.1007529497146606,1.1143285036087036,0.058990757912397385,0.10579987615346909,0.10368406027555466,0.21791279315948486,0.7974929809570312
4,1.0573972463607788,1.0975580215454102,0.030582504346966743,0.059029389172792435,0.06229671835899353,0.05306371673941612,0.8673948049545288
5,1.036957025527954,1.0638574361801147,0.08463471382856369,0.14821331202983856,0.17376115918159485,0.18275178968906403,0.8719088435173035
6,1.0200061798095703,1.0793945789337158,0.035972461104393005,0.06602772325277328,0.08795233815908432,0.0625130757689476,0.8795433044433594
7,1.0151751041412354,1.0307639837265015,0.10844257473945618,0.18523478507995605,0.22664053738117218,0.22558775544166565,0.8826999664306641
8,0.989406943321228,1.0312225818634033,0.09710017591714859,0.1641111969947815,0.21628570556640625,0.12885108590126038,0.8983586430549622
9,0.9869177937507629,1.049695372581482,0.07377313822507858,0.1272331327199936,0.17157307267189026,0.08829166740179062,0.8983606100082397
10,0.9788413047790527,1.086658239364624,0.0673428624868393,0.11928698420524597,0.12039103358983994,0.25253811478614807,0.8030611276626587
11,0.9820640683174133,1.0219374895095825,0.08423865586519241,0.14347659051418304,0.16264642775058746,0.1617438942193985,0.8730691075325012
12,0.9710920453071594,1.0501853227615356,0.08342739939689636,0.13135215640068054,0.11991889774799347,0.08464249223470688,0.8832798004150391
13,0.9590312242507935,1.022023320198059,0.08240435272455215,0.13995660841464996,0.16350053250789642,0.14140558242797852,0.8798230290412903
14,0.9498895406723022,1.0504168272018433,0.11557983607053757,0.18817348778247833,0.24291877448558807,0.1300646960735321,0.9031251072883606
15,0.9527348279953003,1.0132910013198853,0.0909249559044838,0.15404516458511353,0.18415255844593048,0.14135536551475525,0.8872038125991821
16,0.9503025412559509,0.9850502014160156,0.1347154974937439,0.22768624126911163,0.19644524157047272,0.3150762915611267,0.8500697016716003
17,0.9358645081520081,0.9517849087715149,0.19627515971660614,0.3146227300167084,0.3318023681640625,0.2859916687011719,0.9020118713378906
18,0.9130525588989258,0.9605161547660828,0.1959572583436966,0.31285208463668823,0.3072100281715393,0.2706751525402069,0.8982308506965637
19,0.9036816954612732,0.9563372731208801,0.1832798719406128,0.29788896441459656,0.27045246958732605,0.26125094294548035,0.8903496861457825
20,0.9045640826225281,0.984880268573761,0.21608807146549225,0.3364584445953369,0.49998849630355835,0.1822161078453064,0.9240366816520691
21,0.8907596468925476,0.9589642882347107,0.17883123457431793,0.2882179021835327,0.31223374605178833,0.19077828526496887,0.9066073298454285
22,0.8828402161598206,0.949580192565918,0.20907069742679596,0.33306166529655457,0.26961252093315125,0.3592095375061035,0.8774039149284363
23,0.8676454424858093,0.9512906074523926,0.18730378150939941,0.2921507954597473,0.23924727737903595,0.19260288774967194,0.8921457529067993
24,0.8605366349220276,1.021133542060852,0.2607811987400055,0.37295278906822205,0.5330196619033813,0.18111130595207214,0.9257418513298035
25,0.8621742725372314,0.8967097401618958,0.34203216433525085,0.49071216583251953,0.44960570335388184,0.4170439839363098,0.9169356226921082
26,0.8465211391448975,0.9017168283462524,0.29786771535873413,0.4374939203262329,0.4343930780887604,0.3157375156879425,0.9167925119400024
27,0.8373997807502747,0.9102873206138611,0.27222222089767456,0.39886900782585144,0.3707253038883209,0.3195624053478241,0.9071076512336731
28,0.8423470854759216,0.8956196904182434,0.31729838252067566,0.45736053586006165,0.42051538825035095,0.39444589614868164,0.9127101898193359
29,0.8304190635681152,0.9172822833061218,0.2976265549659729,0.4143308401107788,0.46517059206962585,0.23507896065711975,0.9213632345199585
30,0.8270274996757507,0.9263348579406738,0.3206256926059723,0.44477900862693787,0.4456711709499359,0.2709597647190094,0.9190191030502319
31,0.8206894993782043,0.8932493329048157,0.3166222870349884,0.4433914124965668,0.4161151051521301,0.31466615200042725,0.9144001007080078
32,0.8143270611763,0.8756370544433594,0.3430321514606476,0.4889794588088989,0.4356706738471985,0.5541391968727112,0.91160649061203
33,0.8138004541397095,0.8789758682250977,0.31759652495384216,0.45546314120292664,0.40716099739074707,0.4103063941001892,0.9098237156867981
34,0.8060652613639832,0.9230956435203552,0.35592809319496155,0.48333677649497986,0.5043681859970093,0.3338913321495056,0.9244766235351562
35,0.7902073860168457,0.8565527200698853,0.3535332679748535,0.498532772064209,0.4537304937839508,0.46852585673332214,0.916778564453125
36,0.8022090792655945,0.8737046122550964,0.36363133788108826,0.4922080934047699,0.5286127924919128,0.3240988254547119,0.9267024993896484
37,0.8051553964614868,0.8598816990852356,0.3695817291736603,0.5154264569282532,0.4698830246925354,0.43105483055114746,0.9198398590087891
38,0.7895272374153137,0.9330244064331055,0.32817867398262024,0.45471909642219543,0.5101677775382996,0.2759062349796295,0.9248727560043335
39,0.7824030518531799,0.8511005640029907,0.36658143997192383,0.5065720677375793,0.47954586148262024,0.4185505211353302,0.9213250875473022
40,0.7833443880081177,0.8700128793716431,0.362942099571228,0.49208498001098633,0.5373857617378235,0.3434745967388153,0.9276676177978516
41,0.7944070100784302,0.8528634309768677,0.37712177634239197,0.5102336406707764,0.4944978654384613,0.44417843222618103,0.9232864379882812
42,0.780223548412323,0.8858678936958313,0.33868488669395447,0.48399925231933594,0.42240017652511597,0.46533700823783875,0.911049485206604
43,0.7677484154701233,0.8419894576072693,0.4085976183414459,0.5523908734321594,0.5197049379348755,0.47526341676712036,0.9267749786376953
44,0.7736737132072449,0.8732966780662537,0.3534804582595825,0.48216143250465393,0.45964282751083374,0.34874749183654785,0.9193853139877319
45,0.7617309093475342,0.8682597279548645,0.37848708033561707,0.5075672268867493,0.5041241645812988,0.3713790774345398,0.9244988560676575
46,0.7664543986320496,0.8751153945922852,0.3772923946380615,0.5119938850402832,0.5134009122848511,0.35784533619880676,0.9254563450813293
47,0.7583434581756592,0.9054462313652039,0.3792337477207184,0.5022943019866943,0.5436114072799683,0.33885452151298523,0.9281673431396484
48,0.759996771812439,0.8865910768508911,0.36881932616233826,0.5175184011459351,0.5527976155281067,0.39442917704582214,0.9297605752944946
49,0.7677367329597473,0.9052394032478333,0.39764168858528137,0.5201043486595154,0.5529112219810486,0.34184250235557556,0.9290072321891785
50,0.7626414895057678,0.848059356212616,0.4238949716091156,0.5624525547027588,0.5852825045585632,0.4442119300365448,0.9338709712028503
51,0.7433757185935974,0.8396657109260559,0.36621102690696716,0.5060945153236389,0.5017613172531128,0.3969902992248535,0.924248993396759
52,0.7525914907455444,0.8448064923286438,0.4002658426761627,0.5369257926940918,0.5262834429740906,0.43682149052619934,0.9273516535758972
53,0.743467390537262,0.8249594569206238,0.4402483403682709,0.584863007068634,0.5824373364448547,0.4769708216190338,0.9342937469482422
54,0.7517093420028687,0.837603747844696,0.3876345157623291,0.5234801173210144,0.5338271856307983,0.38838621973991394,0.9277763366699219
55,0.7538887858390808,0.817537248134613,0.42407965660095215,0.5731973052024841,0.5328090190887451,0.5137137174606323,0.9288432002067566
56,0.7417545318603516,0.8208041191101074,0.45971235632896423,0.5907061100006104,0.5624845623970032,0.4748533070087433,0.9320513010025024
57,0.7352839708328247,0.8501664996147156,0.33975672721862793,0.48664164543151855,0.40335923433303833,0.48801878094673157,0.9062735438346863
58,0.7366052269935608,0.8124896883964539,0.4487062394618988,0.5730540156364441,0.5950086116790771,0.4242335557937622,0.9343286752700806
59,0.7253862619400024,0.8070754408836365,0.41994211077690125,0.5781077742576599,0.5417883992195129,0.589877724647522,0.9309495091438293
