epoch,train_loss,val_loss,test_loss,mIoU,mDice,f2_score,precision,recall,accuracy
1,0.7152354717254639,0.6539020538330078,-1.0,0.09783323109149933,0.1782296746969223,0.1684187650680542,0.19739441573619843,0.16245697438716888,0.9081690907478333
2,0.6689696311950684,0.6310464143753052,-1.0,0.1431283950805664,0.25041526556015015,0.2812449336051941,0.21173225343227386,0.30639246106147766,0.8875607252120972
3,0.6492241621017456,0.6413640975952148,-1.0,0.13538287580013275,0.23847968876361847,0.24934901297092438,0.22232726216316223,0.2571629583835602,0.8993256688117981
4,0.6343982219696045,0.6139470338821411,-1.0,0.1519099622964859,0.26375317573547363,0.2897469103336334,0.2294463813304901,0.31012266874313354,0.8938696980476379
5,0.6274867653846741,0.6084612011909485,-1.0,0.1628226339817047,0.2800472378730774,0.3182849586009979,0.23332837224006653,0.35015878081321716,0.8896384239196777
6,0.6163330078125,0.6085916757583618,-1.0,0.1663082391023636,0.2851874530315399,0.3168850243091583,0.2444363683462143,0.34224453568458557,0.8948332071304321
7,0.6085156202316284,0.6271273493766785,-1.0,0.1656167060136795,0.28417012095451355,0.3123835623264313,0.24699106812477112,0.3345254957675934,0.8966903686523438
8,0.6067370176315308,0.6270180940628052,-1.0,0.16467726230621338,0.282786101102829,0.30408692359924316,0.2532229423522949,0.3201645016670227,0.9004493951797485
9,0.5998417139053345,0.5918410420417786,-1.0,0.16998839378356934,0.2905813455581665,0.31049785017967224,0.26251667737960815,0.325364887714386,0.9026163816452026
10,0.5928108096122742,0.6254727244377136,-1.0,0.17396308481693268,0.29636889696121216,0.328993022441864,0.25433439016342163,0.3550487458705902,0.8966571092605591
11,0.5899496078491211,0.5895371437072754,-1.0,0.17970719933509827,0.3046640455722809,0.34256237745285034,0.2572336494922638,0.3735397160053253,0.8954821228981018
12,0.582489550113678,0.6315712332725525,-1.0,0.18283900618553162,0.3091528117656708,0.3587828278541565,0.2512317895889282,0.40178313851356506,0.8899270296096802
13,0.5811342597007751,0.5555428862571716,-1.0,0.1885976791381836,0.3173448443412781,0.3652181029319763,0.26044562458992004,0.4060552418231964,0.8929133415222168
14,0.5768426060676575,0.5739380717277527,-1.0,0.19456781446933746,0.325754314661026,0.3803345561027527,0.26287972927093506,0.42816007137298584,0.8913538455963135
15,0.5773007273674011,0.6322954297065735,-1.0,0.1954927295446396,0.3270496726036072,0.3887908160686493,0.25860437750816345,0.4447668492794037,0.8878028392791748
16,0.5733605027198792,0.5543555617332458,-1.0,0.19949674606323242,0.3326340615749359,0.39470580220222473,0.26355576515197754,0.45078548789024353,0.8891214728355408
17,0.5675565600395203,0.6651949882507324,-1.0,0.19631285965442657,0.32819652557373047,0.3849171996116638,0.2634853422641754,0.43504127860069275,0.8908260464668274
18,0.5659754872322083,0.5564530491828918,-1.0,0.19960595667362213,0.33278587460517883,0.3887922763824463,0.2683568000793457,0.43792644143104553,0.8923580050468445
19,0.5546124577522278,0.5789514780044556,-1.0,0.20122317969799042,0.3350304663181305,0.38885554671287537,0.27222785353660583,0.4354996979236603,0.8940293788909912
20,0.5530214905738831,0.5638405084609985,-1.0,0.20529942214488983,0.34066125750541687,0.3990163803100586,0.27389946579933167,0.4504586160182953,0.8931140303611755
